id,budget,genre,original_language,popularity,year,month,release_date,revenue,runtime,vote_average,vote_count,country
10471,11000000,Comedy,en,10.06545,2000,1,2000/1/12,59827328,98,6.5,145,US
10384,90000000,Horror,en,5.496624,2000,1,2000/1/14,14828081,91,4.9,109,CH
4234,40000000,Horror,en,9.738371,2000,2,2000/2/3,161834276,116,5.7,749,US
1907,40000000,Drama,en,14.430311,2000,2,2000/2/11,144056873,119,6.3,1271,GB
15655,30000000,Animation,en,7.023414,2000,2,2000/2/11,45554533,77,6.3,146,US
14181,26000000,Crime,en,8.518425,2000,2,2000/2/18,28780255,118,6.5,202,US
2787,23000000,Thriller,en,6.424399,2000,2,2000/2/18,53187659,108,6.7,1812,US
2069,41300000,Comedy,en,12.061521,2000,2,2000/2/18,106371651,98,6.3,540,CA
2155,42000000,Thriller,en,12.11759,2000,2,2000/2/25,32168970,124,5.3,175,US
2067,90000000,Science Fiction,en,9.021107,2000,3,2000/3/10,60874615,114,5.7,374,US
462,52000000,Drama,en,10.135446,2000,3,2000/3/17,256271286,131,7.1,730,US
9532,23000000,Horror,en,14.961416,2000,3,2000/3/16,53302314,98,6.4,1416,US
2085,25000000,Action,en,8.369176,2000,3,2000/3/20,91036760,115,6,334,US
243,30000000,Comedy,en,8.524956,2000,3,2000/3/17,47126295,113,7,636,GB
10501,95000000,Adventure,en,8.755188,2000,3,2000/3/31,76432727,89,7,892,US
11478,15000000,Crime,en,11.363754,2000,3,2000/3/31,35007180,106,5.7,160,CA
10559,31000000,Crime,en,10.163266,2000,4,2000/4/28,68106245,118,7,473,US
10479,60000000,Action,en,10.278274,2000,4,2000/4/7,71000000,128,6,178,US
1359,7000000,Thriller,en,13.686715,2000,4,2000/4/13,34266564,102,7.3,2128,CA
4967,30000000,Comedy,en,6.045585,2000,4,2000/4/14,37036004,127,5.9,161,US
3536,62000000,Action,en,7.879924,2000,4,2000/4/20,127666415,116,6.1,345,FR
889,83000000,Science Fiction,en,6.053595,2000,4,2000/4/28,59468275,90,4.4,140,US
10564,15000000,Comedy,en,5.833133,2000,4,2000/4/27,33771174,120,6.9,159,US
98,103000000,Action,en,23.186667,2000,5,2000/5/1,457640427,155,7.9,5566,GB
5491,44000000,Action,en,5.276926,2000,5,2000/5/10,21400000,118,3,259,US
10567,127500000,Animation,en,9.998415,2000,5,2000/5/19,354248063,82,6.2,563,US
9285,16000000,Comedy,en,8.00158,2000,5,2000/5/19,119754278,93,5.9,550,US
955,125000000,Adventure,en,18.97178,2000,5,2000/5/24,546388105,123,5.9,1966,DE
8584,55000000,Adventure,en,10.308442,2000,5,2000/5/26,56932305,110,6.2,756,HK
9600,30000000,Crime,en,7.978985,2000,5,2000/5/31,173959438,98,5.6,514,DE
9679,90000000,Action,en,14.091765,2000,6,2000/6/9,237202299,118,6.1,1511,US
10571,16000000,Comedy,en,10.070988,2000,6,2000/6/16,20627372,94,5.4,107,US
479,46000000,Action,en,7.420019,2000,6,2000/6/15,107196498,99,5.5,316,DE
7450,75000000,Animation,en,7.515631,2000,6,2000/6/16,36754634,94,6.3,320,US
7443,45000000,Animation,en,11.834245,2000,6,2000/6/21,224834564,84,6.5,1190,GB
2123,51000000,Comedy,en,9.95456,2000,6,2000/6/22,149270999,116,6.1,956,US
2024,110000000,Drama,en,15.960788,2000,6,2000/6/28,215294342,165,6.8,1130,DE
2133,120000000,Drama,en,18.911961,2000,3,2000/3/15,325756637,130,6.2,609,US
4244,65000000,Fantasy,en,15.045725,2000,7,2000/7/7,69700000,104,6,242,US
4247,19000000,Comedy,en,12.446738,2000,7,2000/7/7,278019771,88,6,1468,US
36657,75000000,Adventure,en,0.954467,2000,7,2000/7/13,296339527,104,6.8,4172,US
2655,100000000,Drama,en,9.500497,2000,7,2000/7/21,155464351,130,6.3,504,US
12107,84000000,Fantasy,en,6.671316,2000,7,2000/7/27,123307945,106,4.7,338,US
6282,45000000,Comedy,en,15.650836,2000,7,2000/7/30,113916474,100,5.8,590,US
9383,95000000,Action,en,7.912103,2000,8,2000/8/4,190213455,112,5.6,645,DE
5551,65000000,Action,en,7.45761,2000,7,2000/7/31,128884132,130,6.3,407,US
2360,10000000,Crime,en,5.13955,2000,1,2000/1/24,26330482,93,6.3,115,FR
8843,33000000,Horror,en,13.234894,2000,8,2000/8/17,104155843,107,6,442,DE
11398,40000000,Crime,en,9.800232,2000,8,2000/8/23,30199105,117,5.6,136,CA
1588,28000000,Comedy,en,6.402888,2000,8,2000/8/25,90449929,98,5.8,574,US
12211,25000000,Action,en,11.430964,2000,9,2000/9/1,15843608,87,4.4,107,US
1619,8500000,Action,en,6.03633,2000,9,2000/9/8,19125401,119,6.4,106,US
786,60000000,Drama,en,9.086699,2000,9,2000/9/15,47383689,122,7.4,807,US
10562,25000000,Mystery,en,11.839267,2000,9,2000/9/24,260562,110,6.4,104,US
12212,14000000,Horror,en,12.243528,2000,9,2000/9/19,38574362,97,4.4,102,CA
16,12800000,Drama,en,10.684806,2000,5,2000/5/17,40031879,140,7.7,392,AR
10637,30000000,Drama,en,6.587726,2000,9,2000/9/29,136706683,113,7.4,835,US
10461,63600000,Action,en,6.047757,2000,10,2000/10/6,19412993,102,4.8,147,US
1597,55000000,Comedy,en,14.178281,2000,10,2000/10/6,330444045,108,6.6,1743,US
641,4500000,Crime,en,6.874828,2000,10,2000/10/27,7390108,102,7.9,2525,US
71,5000000,Drama,en,12.158424,2000,5,2000/5/18,110000000,110,7.4,774,FR
1636,48000000,Fantasy,en,8.781588,2000,10,2000/10/19,90383208,93,5.6,526,US
10647,40000000,Drama,en,10.479723,2000,10,2000/10/12,55707411,122,7,447,US
4327,92000000,Action,en,9.774985,2000,11,2000/11/2,264105545,98,5.6,1253,US
4958,80000000,Fantasy,en,9.034884,2000,11,2000/11/2,39459427,126,6.4,259,US
11978,32000000,Drama,en,7.177649,2000,9,2000/9/13,48814909,129,7,556,US
8870,80000000,Thriller,en,8.534176,2000,11,2000/11/10,33463969,106,5.4,271,AU
8452,82000000,Science Fiction,en,8.41311,2000,11,2000/11/17,96085477,123,5.7,603,US
10862,35000000,Drama,en,13.349518,2000,11,2000/11/15,36779296,106,5.5,120,US
8871,123000000,Family,en,11.642462,2000,11,2000/11/17,345141403,104,6.2,1440,DE
10481,85000000,Comedy,en,7.668752,2000,10,2000/10/7,183611771,100,5.1,327,US
10876,13500000,Drama,en,5.387711,2000,11,2000/11/22,7060876,124,6.8,129,DE
9741,75000000,Science Fiction,en,14.67855,2000,11,2000/11/13,248118121,106,6.9,1994,US
146,17000000,Adventure,zh,19.944953,2000,10,2000/10/1,213525736,120,7.2,949,CN
11849,35000000,Action,en,4.884311,2000,12,2000/12/8,15185241,107,3.9,159,CZ
11678,75000000,Action,en,6.548229,2000,12,2000/12/8,215663859,124,5.9,287,NZ
107,10000000,Thriller,en,14.014025,2000,9,2000/9/1,83557872,103,7.7,2953,GB
392,25000000,Comedy,en,8.9256,2000,12,2000/12/14,152500343,121,6.8,979,GB
8859,13000000,Comedy,en,10.890236,2000,12,2000/12/15,73180723,83,5.3,523,US
11688,100000000,Adventure,en,12.297375,2000,12,2000/12/9,169327687,78,7.2,1544,US
3981,70000000,Comedy,en,9.963079,2000,12,2000/12/15,374111707,127,6.1,1021,US
711,43000000,Drama,en,10.536255,2000,12,2000/12/21,80049764,136,7,305,US
2046,10000000,Horror,en,7.886926,2000,12,2000/12/22,12008642,111,6.4,288,US
8358,90000000,Adventure,en,21.296343,2000,12,2000/12/22,429632142,143,7.5,3304,US
1493,45000000,Comedy,en,9.510762,2000,12,2000/12/14,212000000,111,6.1,987,US
134,26000000,Action,en,12.434175,2000,8,2000/8/30,71868327,106,7.3,1144,FR
10577,28000000,Thriller,en,6.000716,2000,12,2000/12/22,33000337,99,4.6,150,US
11973,80000000,Drama,en,10.204559,2000,12,2000/12/24,34566746,145,6.9,192,US
1900,48000000,Thriller,en,8.338222,2000,12,2000/12/27,207515725,147,6.9,573,DE
10873,8000000,Drama,en,12.691457,2000,5,2000/5/15,8279017,92,6.6,149,US
9989,30000000,Action,en,8.142166,2001,1,2001/1/12,18195610,108,5.8,156,CA
9816,13000000,Drama,en,4.794088,2001,1,2001/1/12,91038276,112,6.3,359,US
5955,35000000,Crime,en,12.806634,2001,1,2001/1/9,29400000,123,6.6,221,US
2018,35000000,Comedy,en,8.056016,2001,1,2001/1/26,94728529,103,5.4,433,US
9740,87000000,Crime,en,2.48875,2001,2,2001/2/8,351692268,131,6.4,1296,GB
10878,22000000,Comedy,en,8.526823,2001,2,2001/2/9,19351569,90,5.4,155,US
1921,40000000,Drama,en,14.840318,2001,2,2001/2/16,65754228,119,6.4,292,US
12138,62000000,Action,en,4.76448,2001,2,2001/2/23,18720175,125,5.8,181,US
6073,57000000,Action,en,9.958406,2001,3,2001/3/1,147845033,123,5.8,453,MX
2749,60000000,Action,en,12.149946,2001,3,2001/3/1,56359980,120,5.7,194,DE
853,68000000,War,en,10.704813,2001,3,2001/3/13,96976270,131,7.2,1023,IE
10877,50000000,Action,en,12.280827,2001,3,2001/3/13,79958599,101,5.3,111,CA
77,9000000,Mystery,en,15.450789,2000,10,2000/10/11,39723096,113,8.1,4168,US
10054,35000000,Action,en,9.576745,2001,3,2001/3/18,147934180,88,5.5,893,US
55,2000000,Drama,es,5.958138,2000,6,2000/6/16,20908467,154,7.6,537,MX
2043,60000000,Crime,en,13.214068,2001,4,2001/4/6,105178561,104,6.1,408,CA
4133,53000000,Crime,en,12.332223,2001,4,2001/4/4,83282296,124,7.4,1352,US
10991,16000000,Adventure,ja,10.264597,2000,7,2000/7/8,68411275,93,6,143,JP
634,25000000,Comedy,en,10.780524,2001,4,2001/4/13,281929795,97,6.6,1397,FR
10956,17700000,Mystery,en,10.442468,2001,4,2001/4/10,30987695,91,5.5,247,US
9290,21150000,Adventure,en,6.640385,2001,4,2001/4/12,39438674,92,4.7,149,AU
10477,94000000,Action,en,5.310558,2001,4,2001/4/27,54744738,116,4.5,180,AU
1734,98000000,Adventure,en,16.945657,2001,4,2001/4/28,433013274,130,6,2258,US
9476,65000000,Adventure,en,10.90061,2001,5,2001/5/11,117487473,132,6.6,933,US
808,60000000,Adventure,en,17.987728,2001,5,2001/5/16,484409218,90,7.3,4183,US
824,52500000,Drama,en,13.691781,2001,3,2001/3/9,179213434,127,7.4,1348,AU
676,140000000,History,en,11.419388,2001,5,2001/5/21,449220945,183,6.6,1833,US
11090,22000000,Action,en,8.473369,2001,6,2001/6/1,84772742,84,4.6,310,US
9397,80000000,Action,en,5.395127,2001,6,2001/6/8,98376292,101,5.7,650,US
9705,102000000,Action,en,9.646208,2001,6,2001/6/7,147080413,99,6.1,946,AU
10865,120000000,Animation,en,10.901602,2001,6,2001/6/2,186053725,95,6.7,1257,US
1995,115000000,Adventure,en,15.851722,2001,6,2001/6/11,274703340,100,5.7,2235,US
10808,70000000,Comedy,en,7.906683,2001,6,2001/6/22,176104344,87,4.9,422,US
9799,38000000,Action,en,1.406181,2001,6,2001/6/22,207283925,106,6.6,3485,DE
644,100000000,Drama,en,13.249364,2001,6,2001/6/29,235926552,146,6.8,2011,US
10992,60000000,Comedy,en,8.142251,2001,7,2001/7/4,93375151,87,5,363,US
2140,25000000,Action,en,7.637345,2001,7,2001/7/6,64437847,98,6.4,304,FR
4248,45000000,Comedy,en,10.869056,2001,7,2001/7/4,141220678,83,5.4,1019,CA
2114,137000000,Adventure,en,10.223851,2001,7,2001/7/2,85131830,106,5.9,441,JP
8835,18000000,Comedy,en,12.769371,2001,7,2001/7/13,141774679,96,6.2,908,US
11371,68000000,Action,en,14.741992,2001,7,2001/7/13,71069884,124,6.7,436,DE
331,93000000,Adventure,en,0.648867,2001,7,2001/7/18,368780809,92,5.7,2109,US
327,12000000,Crime,ja,8.134524,2000,9,2000/9/9,15250000,114,6.8,107,GB
869,100000000,Thriller,en,17.319836,2001,7,2001/7/25,362211740,119,5.6,1270,US
2171,5000000,Comedy,en,6.386082,2001,7,2001/7/27,295206,97,6.4,271,US
2057,42000000,Thriller,en,9.970359,2001,8,2001/8/3,35402320,118,5.8,200,FR
9880,37000000,Comedy,en,7.387171,2001,8,2001/8/3,165335153,115,6.5,1063,US
5175,90000000,Action,en,8.345985,2001,8,2001/8/3,347325802,90,6.4,1078,US
2770,30000000,Comedy,en,10.25103,2001,8,2001/8/10,287553595,108,6,1375,US
12610,75000000,Adventure,en,6.405831,2001,8,2001/8/7,13596911,95,6,237,US
10972,1500000,Horror,en,14.242234,2001,8,2001/8/10,373967,100,6.2,255,US
1722,57000000,Drama,en,9.243715,2001,8,2001/8/17,62112895,131,5.6,146,GB
9896,48000000,Adventure,en,12.330275,2001,7,2001/7/30,85498534,112,6,531,CA
2294,22000000,Comedy,en,11.619446,2001,8,2001/8/22,33788161,104,6.4,491,US
10016,28000000,Action,en,7.058599,2001,8,2001/8/24,14010832,98,4.8,299,US
8922,10000000,Horror,en,10.414363,2001,7,2001/7/1,59217789,90,6.1,731,DE
12508,57000000,Music,en,10.076223,2001,9,2001/9/4,16991902,105,6,194,US
2176,30000000,Drama,en,6.418936,2001,9,2001/9/14,23619609,106,5.4,203,US
20857,32000000,Comedy,en,7.674549,2001,9,2001/9/14,40222729,106,6.3,126,DE
2034,45000000,Action,en,13.664622,2001,10,2001/10/5,104876233,122,7.3,1665,AU
12103,50000000,Thriller,en,6.824871,2001,9,2001/9/28,100020092,113,6,223,AU
11313,31000000,Drama,en,6.425321,2001,9,2001/9/7,24185781,101,6.5,132,AU
9398,28000000,Comedy,en,10.40782,2001,9,2001/9/28,60780981,89,6.1,1363,DE
10866,23000000,Mystery,en,10.337689,2001,10,2001/10/5,36642838,97,6.3,328,US
9778,28000000,Comedy,en,5.715737,2001,10,2001/10/5,77516304,90,6.6,529,US
3172,75000000,Action,en,13.136791,2001,10,2001/10/12,67631903,123,6.2,307,US
1018,15000000,Thriller,en,18.184056,2001,5,2001/5/16,20117339,147,7.7,1517,FR
768,35000000,Horror,en,7.79014,2001,10,2001/10/19,74558115,122,6.6,758,CZ
2100,72000000,Action,en,9.807552,2001,10,2001/10/19,27642707,131,7,290,US
11091,48000000,Comedy,en,4.556123,2001,10,2001/10/19,35743308,132,6.5,108,US
167,48000000,Drama,en,12.400152,2001,10,2001/10/22,50315140,120,7.1,710,DE
141,6000000,Fantasy,en,18.303148,2001,1,2001/1/18,1270522,113,7.7,3574,US
11456,75000000,Mystery,en,6.353996,2001,10,2001/10/30,54249294,89,5.4,115,US
585,115000000,Animation,en,26.419962,2001,11,2001/11/1,562816256,92,7.5,6150,US
10796,49000000,Action,en,9.769047,2001,11,2001/11/2,72700000,87,5.7,445,US
9889,40000000,Comedy,en,12.520688,2001,11,2001/11/1,141069860,114,5.7,764,US
671,125000000,Adventure,en,38.187238,2001,11,2001/11/16,976475550,152,7.5,7188,GB
1535,92000000,Action,en,18.186839,2001,11,2001/11/18,143049560,126,6.8,592,GB
1433,4500000,Fantasy,es,11.111299,2001,4,2001/4/20,6459020,106,7.2,277,ES
8007,40000000,Action,en,11.185625,2001,11,2001/11/17,91753202,106,6,464,US
161,85000000,Thriller,en,12.114932,2001,12,2001/12/7,450717150,116,7.2,3857,US
194,10000000,Comedy,fr,12.879381,2001,4,2001/4/25,173921954,122,7.8,3403,FR
11397,16000000,Comedy,en,9.101896,2001,12,2001/12/7,66468332,89,5.5,444,US
1903,68000000,Drama,en,10.071057,2001,12,2001/12/10,203388341,136,6.5,1100,US
9428,21000000,Comedy,en,9.707542,2001,10,2001/10/5,71441250,110,7.4,1317,US
8386,12000000,Comedy,en,6.796277,2001,12,2001/12/21,31155435,93,6.4,230,US
12589,25000000,Action,en,7.308162,2001,12,2001/12/21,80936232,83,5.6,235,US
120,93000000,Adventure,en,32.070725,2001,12,2001/12/18,871368364,178,8,8892,NZ
11086,72000000,Drama,en,8.063684,2001,12,2001/12/21,37317558,152,6.6,193,US
453,60000000,Drama,en,11.93646,2001,12,2001/12/11,313542341,135,7.7,3087,US
8489,107000000,Drama,en,9.303104,2001,12,2001/12/11,87713825,157,6.7,457,US
855,92000000,Action,en,10.064446,2001,12,2001/12/28,172989651,144,7.2,1832,GB
5279,19800000,Drama,en,14.101101,2001,11,2001/11/7,87754044,137,6.8,256,DE
10950,22000000,Drama,en,12.935016,2001,12,2001/12/28,92542418,132,7.2,542,US
1365,4000000,Drama,en,6.341187,2001,11,2001/11/11,44909486,111,6.6,254,US
6312,29000000,Adventure,fr,11.564252,2001,1,2001/1/31,70752904,137,6.6,404,FR
11362,35000000,Action,en,10.765924,2002,1,2002/1/23,75395048,131,7.3,463,US
2637,32000000,Drama,en,8.50563,2002,1,2002/1/25,55157539,119,6.1,307,US
10229,11000000,Drama,en,8.054499,2002,1,2002/1/25,41227069,101,7.5,1057,US
11870,15000000,Comedy,en,4.643981,2002,2,2002/2/8,52970014,88,5.6,202,US
9884,85000000,Action,en,10.175503,2002,2,2002/2/6,78382433,108,5.5,431,US
17130,12000000,Action,en,6.631356,2002,2,2002/2/15,61141030,93,4.7,161,US
10592,70000000,Drama,en,14.116474,2002,2,2002/2/15,32287044,125,5.9,246,US
8470,36000000,Drama,en,8.867562,2002,2,2002/2/15,102244770,116,7,604,US
16690,20000000,Adventure,en,8.759774,2002,2,2002/2/14,109862682,72,6.1,304,AU
39939,3000000,Comedy,en,7.351028,2001,1,2001/1/18,18492362,100,6.6,367,US
10052,60000000,Drama,en,4.924078,2002,2,2002/2/22,52322400,104,6.2,209,DE
11979,35000000,Drama,en,8.436243,2002,2,2002/2/10,45479110,101,5.5,247,AU
10590,75000000,Action,en,11.34706,2002,3,2002/3/1,114660784,138,6.7,531,DE
2135,80000000,Science Fiction,en,8.918134,2002,3,2002/3/4,123729176,96,5.8,644,US
425,59000000,Animation,en,17.328902,2002,3,2002/3/10,383257136,81,7.1,3954,US
1576,33000000,Horror,en,7.781293,2002,3,2002/3/15,102984862,100,6.4,2100,FR
5851,85000000,Action,en,4.917863,2002,3,2002/3/14,77741732,95,5.3,286,AU
1391,5000000,Drama,es,13.962548,2001,6,2001/6/8,33616692,106,7.3,321,MX
36586,54000000,Fantasy,en,17.05064,2002,3,2002/3/22,155010032,117,6.3,1556,DE
4547,48000000,Crime,en,14.969502,2002,3,2002/3/29,196397415,111,6.6,1303,US
14635,20000000,Drama,en,10.991137,2002,3,2002/3/25,75597042,127,6.5,112,US
1791,3000000,Drama,fr,6.363081,2001,5,2001/5/14,9801375,131,7.2,197,AT
11560,42000000,Drama,en,8.371005,2002,4,2002/4/3,63781810,115,6.1,187,US
11452,5000000,Comedy,en,7.668576,2002,3,2002/3/29,38275483,92,5.9,867,US
1537,45000000,Action,en,7.81862,2002,4,2002/4/7,94935764,89,5.9,306,US
12149,11000000,Drama,en,7.397953,2001,11,2001/11/17,13110448,100,7,338,DE
11812,43000000,Romance,en,8.889064,2002,4,2002/4/12,68696770,84,5.3,286,US
8346,5000000,Comedy,en,6.719949,2002,2,2002/2/22,368744044,95,6.2,686,CA
11892,50000000,Crime,en,9.645801,2002,4,2002/4/19,56714147,120,6,275,US
9334,60000000,Action,en,9.488117,2002,4,2002/4/16,165333180,92,5.3,802,US
11470,11000000,Horror,en,7.793873,2001,7,2001/7/24,16951798,91,4.5,298,US
16643,40000000,Comedy,en,6.332398,2002,4,2002/4/26,16872671,103,5.7,126,CA
11468,18000000,Crime,en,12.106615,2002,1,2002/1/1,676698,103,7,109,US
557,139000000,Fantasy,en,29.413341,2002,5,2002/5/1,821708551,121,6.8,5398,US
2251,50000000,Thriller,en,8.96839,2002,5,2002/5/10,119137784,124,6.3,282,US
245,27000000,Drama,en,10.956665,2002,4,2002/4/26,129000000,101,6.6,627,GB
1894,120000000,Adventure,en,14.072511,2002,5,2002/5/15,649398328,142,6.4,4074,US
4012,1500000,Drama,en,8.128106,2001,1,2001/1/19,416925,98,6.8,152,US
1957,38000000,Drama,en,6.681287,2002,5,2002/5/24,51801187,114,6.2,268,US
320,46000000,Crime,en,11.424974,2002,5,2002/5/24,113714830,118,6.8,1181,US
9023,80000000,Western,en,16.724836,2002,5,2002/5/24,122563539,83,7.4,870,US
4614,68000000,Thriller,en,9.268136,2002,5,2002/5/31,193000000,124,5.9,447,US
12277,25000000,Action,en,5.00725,2002,5,2002/5/31,41604473,86,5.5,113,US
3132,70000000,Action,en,9.540021,2002,6,2002/6/7,65977295,116,5.4,232,US
2501,60000000,Action,en,21.040126,2002,6,2002/6/14,214034224,119,7.3,3640,US
9637,84000000,Mystery,en,8.592826,2002,6,2002/6/14,275650703,88,5.4,853,US
12100,115000000,Drama,en,7.455875,2002,6,2002/6/14,77628265,134,5.8,345,US
11544,80000000,Animation,en,18.469238,2002,6,2002/6/21,145771527,85,7.1,1371,US
180,102000000,Action,en,20.666063,2002,6,2002/6/20,358372926,145,7.1,2663,US
2022,50000000,Comedy,en,6.674356,2002,6,2002/6/28,171269535,96,5.6,660,US
608,140000000,Action,en,16.775716,2002,7,2002/7/3,441818803,88,6.1,3188,US
6278,60000000,Adventure,en,13.067306,2002,7,2002/7/12,43061982,101,6,684,IE
4147,80000000,Thriller,en,13.426684,2002,7,2002/7/12,181001478,117,7.3,1102,US
11442,13000000,Horror,en,8.502529,2002,7,2002/7/1,37664855,94,4.5,230,US
8665,100000000,Drama,en,7.718723,2002,7,2002/7/19,35168966,138,6.1,273,CA
10996,120000000,Family,en,9.274909,2002,7,2002/7/19,169956806,78,5.4,632,US
818,63000000,Comedy,en,8.786653,2002,7,2002/7/26,296655431,94,5.9,997,US
2675,72000000,Drama,en,11.211568,2002,8,2002/8/2,408247917,106,6.4,1624,US
9488,38000000,Action,en,7.164131,2002,8,2002/8/7,119723358,100,5.3,533,US
9962,8000000,Drama,en,4.388338,2002,1,2002/1/12,16856124,93,6.1,183,NL
9573,50000000,Crime,en,5.852263,2002,8,2002/8/4,26199517,110,6.1,210,US
7451,70000000,Action,en,12.722381,2002,8,2002/8/9,277448382,124,5.8,1454,US
11692,100000000,Action,en,8.903754,2002,8,2002/8/15,7103973,95,4.4,143,AU
9266,25000000,Adventure,en,6.455738,2002,8,2002/8/8,51842679,104,5.6,164,DE
9357,12000000,Horror,en,10.753445,2002,8,2002/8/21,52223306,96,6.6,444,US
15070,20000000,Action,en,13.35278,2002,8,2002/8/23,12398628,96,6.1,141,US
9544,40000000,Horror,en,5.160215,2002,8,2002/8/9,18902015,101,3.2,106,DE
10611,12000000,Comedy,en,6.498789,2002,4,2002/4/1,75781642,102,6.2,139,US
4108,21000000,Action,en,13.217421,2002,10,2002/10/2,43928932,92,6.6,1724,US
9093,35000000,War,en,6.894153,2002,9,2002/9/8,29882645,132,6.5,164,GB
9039,30000000,Action,en,5.781667,2002,9,2002/9/20,6916869,106,5.8,140,DE
11013,4000000,Comedy,en,10.936827,2002,1,2002/1/11,9304609,104,6.8,378,US
129,15000000,Fantasy,ja,41.048867,2001,7,2001/7/20,274925095,125,8.3,3968,JP
11529,30000000,Comedy,en,8.587129,2002,9,2002/9/26,180622424,108,6.1,408,US
9533,78000000,Crime,en,2.968157,2002,9,2002/9/29,209196298,124,6.7,1142,DE
13768,15000000,Drama,en,5.951492,2002,10,2002/10/11,19158074,90,6.4,133,US
1430,4000000,Documentary,en,11.393859,2002,10,2002/10/9,35564473,120,7.3,467,US
8051,25000000,Comedy,en,6.753969,2002,10,2002/10/25,17000000,95,6.9,542,US
565,48000000,Horror,en,13.740965,2002,10,2002/10/18,249348933,115,6.5,1720,JP
9645,35000000,Horror,en,13.955376,2002,10,2002/10/25,68349884,91,5.3,540,AU
9012,5000000,Documentary,en,14.095586,2002,10,2002/10/21,64282312,87,6.1,355,US
1360,12000000,Drama,en,11.283472,2002,8,2002/8/29,56298474,123,7.3,397,MX
8427,70000000,Action,en,10.404277,2002,10,2002/10/31,33561137,97,5.2,276,US
9021,65000000,Fantasy,en,5.205729,2002,10,2002/10/31,172855065,104,5.5,303,US
9280,35000000,Thriller,en,6.426438,2002,11,2002/11/6,16838910,114,6.2,142,CH
65,41000000,Drama,en,8.374355,2002,11,2002/11/8,215000000,110,6.8,1676,US
10712,13500000,Drama,en,10.107519,2002,9,2002/9/1,29027914,107,6.9,145,US
672,100000000,Adventure,en,29.741452,2002,11,2002/11/13,876688482,161,7.4,5966,DE
36669,140000000,Adventure,en,12.996474,2002,11,2002/11/17,431971116,133,5.8,1112,GB
10426,20000000,Comedy,en,5.794821,2002,11,2002/11/22,33526835,85,6,103,US
64,9285469,Drama,es,6.648278,2002,3,2002/3/14,51001550,112,7.5,273,ES
2103,47000000,Drama,en,10.642824,2002,11,2002/11/27,30002758,99,5.9,378,US
9016,140000000,Adventure,en,16.141913,2002,11,2002/11/26,109578115,95,7.2,980,US
9932,60000000,Comedy,en,9.927412,2002,12,2002/12/6,55003135,96,5.7,385,AU
2757,19000000,Comedy,en,11.624481,2002,12,2002/12/6,32801173,114,7.3,649,US
7299,20000000,Action,en,12.671637,2002,12,2002/12/6,5359645,107,6.9,1584,US
13497,20000000,Drama,en,5.270187,2002,12,2002/12/13,57588485,118,6.2,118,US
7303,55000000,Comedy,en,7.291939,2002,12,2002/12/13,154906693,105,5.6,493,US
201,60000000,Science Fiction,en,11.367801,2002,12,2002/12/13,67312826,117,6.1,488,US
2755,30000000,Drama,en,11.066473,2002,12,2002/12/13,105834556,125,6.7,365,US
121,79000000,Adventure,en,29.423537,2002,12,2002/12/18,926287400,179,8,7641,NZ
1429,15000000,Crime,en,10.271871,2002,12,2002/12/16,13060843,135,7.2,640,US
13435,12500000,Drama,en,10.944654,2002,12,2002/12/19,23367586,120,6.7,140,US
3131,100000000,Drama,en,14.922399,2002,12,2002/12/14,193772504,167,7.1,1964,US
2642,60000000,Comedy,en,7.738531,2002,12,2002/12/19,93354918,101,5.9,505,AU
11022,6500000,Action,en,5.20644,2002,1,2002/1/14,12633747,105,6.8,144,CA
640,52000000,Drama,en,19.833077,2002,12,2002/12/25,352114312,141,7.7,3917,US
10599,40000000,Comedy,it,6.463613,2002,12,2002/12/25,41323171,108,5.6,144,IT
1574,45000000,Action,en,13.325347,2002,12,2002/12/26,306776732,113,6.9,695,US
590,25000000,Drama,en,14.686487,2002,12,2002/12/27,41597830,114,7,461,US
423,35000000,Drama,en,14.811594,2002,9,2002/9/24,120072577,150,8.1,1927,FR
4912,30000000,Comedy,en,11.331072,2002,12,2002/12/30,33013805,113,6.6,281,US
12090,18000000,Comedy,en,6.001152,2003,1,2003/1/9,101564935,95,5.3,415,DE
598,3300000,Drama,pt,14.95927,2002,2,2002/2/5,30641770,130,8.2,1852,BR
9358,26000000,Horror,en,12.638573,2003,1,2003/1/31,90426405,90,5.9,1046,US
10894,500000,Drama,en,8.398158,2002,1,2002/1/13,150277,93,6.3,153,US
9919,50000000,Comedy,en,5.188107,2003,2,2003/2/7,177371441,116,6.3,873,DE
6038,50000000,Action,en,7.469778,2003,2,2003/2/6,88323487,115,6,707,HK
9480,78000000,Fantasy,en,11.415558,2003,2,2003/2/14,179179718,103,5,1551,US
14873,20000000,Family,en,10.605851,2003,2,2003/2/7,135680000,72,5.6,278,AU
11615,50000000,Drama,en,9.930326,2003,2,2003/2/21,38955598,130,7.3,497,DE
11635,24000000,Comedy,en,16.195894,2003,2,2003/2/21,87055349,91,6.6,552,US
10623,25000000,Action,en,8.364587,2003,2,2003/2/28,56489558,101,5.8,242,US
10678,20000000,Comedy,en,5.762343,2003,3,2003/3/7,132675402,105,5.4,191,US
9567,70000000,Action,en,10.614987,2003,3,2003/3/7,85632458,121,6.4,582,US
455,3500159,Comedy,en,6.262677,2002,4,2002/4/11,76578641,112,6.2,593,IN
10632,55000000,Drama,en,7.481524,2003,3,2003/3/11,34234008,94,6,194,US
