id,budget,genre,original_language,popularity,year,month,release_date,revenue,runtime,vote_average,vote_count,country
308,10000000,Comedy,en,6.589304,2005,5,2005/5/17,45742101,105,6.8,359,FR
6519,50000000,Action,en,9.039467,2005,8,2005/8/5,110803676,104,5.1,321,US
11453,22000000,Comedy,en,5.341117,2005,8,2005/8/6,22400154,83,4.6,232,US
9913,43000000,Drama,en,10.947957,2005,7,2005/7/29,91974818,104,6.4,588,DE
8292,45000000,Action,en,6.84109,2005,8,2005/8/11,92374674,109,6.7,617,US
6957,26000000,Comedy,en,11.519662,2005,8,2005/8/11,109449237,116,6.2,2020,US
11460,26000000,Horror,en,6.336927,2005,8,2005/8/4,57891803,85,6.2,471,US
14175,35000000,Animation,en,11.836827,2005,3,2005/3/25,19478106,76,5.2,239,GB
4442,88000000,Adventure,en,15.66148,2005,8,2005/8/26,105316267,118,5.6,847,CZ
9042,30000000,Action,en,8.077253,2005,8,2005/8/25,15007991,97,5.2,204,DE
1985,25000000,Drama,en,11.556484,2005,8,2005/8/31,82466670,129,6.9,428,CN
9335,32000000,Action,en,11.359659,2005,8,2005/8/2,85167639,87,6.2,1076,FR
9007,58000000,Comedy,en,8.351773,2005,9,2005/9/16,102854431,95,6.5,595,US
9777,20000000,Drama,en,7.983902,2005,9,2005/9/5,7535331,100,6.2,182,US
1830,42000000,Crime,en,8.745216,2005,9,2005/9/16,24127895,122,7,1356,FR
10092,1000000,Horror,en,9.454335,2005,9,2005/9/16,10047674,90,5.6,127,US
340,7000000,Comedy,en,7.738924,2005,9,2005/9/16,2697930,106,7.4,251,US
8814,60000000,Adventure,en,11.953553,2005,10,2005/10/20,55987321,105,5,619,CZ
9923,50000000,Action,en,6.394143,2005,9,2005/9/22,22944502,127,6,450,FR
7553,3000000,Comedy,en,5.054419,2005,10,2005/10/7,18637690,94,6.2,241,US
8202,62000000,Action,en,12.201912,2005,11,2005/11/30,52304001,93,5.4,717,US
1947,30000000,Drama,en,7.761954,2005,9,2005/9/9,18618284,108,6.7,165,US
8643,19000000,Crime,en,10.966015,2005,9,2005/9/9,144216468,122,6.3,675,US
9315,55000000,Thriller,en,12.419851,2005,9,2005/9/22,223387299,98,6.1,796,US
3933,40000000,Romance,en,12.920032,2005,9,2005/9/9,117195061,77,7.2,1957,US
59,32000000,Drama,en,11.119707,2005,9,2005/9/23,60740827,96,6.9,850,US
257,50000000,Crime,en,12.369935,2005,9,2005/9/23,42093706,130,6.7,283,CZ
15487,25000000,Drama,en,6.969342,2005,9,2005/9/30,15431177,120,6.9,112,US
398,7000000,Crime,en,6.01272,2005,9,2005/9/30,49084830,114,6.9,394,CA
11968,50000000,Action,en,10.022102,2005,9,2005/9/30,44434439,110,5.8,466,US
14517,4000000,Fantasy,en,5.354783,2005,1,2005/1/25,866999,101,6.6,107,GB
533,30000000,Adventure,en,11.766244,2005,9,2005/9/4,192452832,85,6.8,660,GB
5236,15000000,Action,en,11.76054,2005,9,2005/9/5,15785148,103,7.2,900,US
9763,30000000,Drama,en,9.783762,2005,6,2005/6/6,27610873,118,6.6,244,GB
10707,1500000,Comedy,en,10.952762,2005,10,2005/10/5,11098131,81,6.9,229,US
9910,35000000,Comedy,en,9.003792,2005,10,2005/10/7,30526509,122,5.9,156,US
142,14000000,Drama,en,11.787044,2005,9,2005/9/2,178043761,134,7.5,1531,CA
9621,57000000,Comedy,en,11.82081,2005,10,2005/10/6,52034889,123,6.1,335,US
9701,35000000,Drama,en,8.781298,2005,2,2005/2/12,25224242,126,6.9,127,US
3291,7000000,Drama,en,7.523098,2005,9,2005/9/16,54600000,93,6.8,274,FR
16608,2000000,Action,en,9.387212,2005,10,2005/10/6,5048693,104,7.1,221,AU
791,18000000,Horror,en,9.929809,2005,10,2005/10/14,46201432,100,3.8,191,CA
8066,50000000,Mystery,en,6.572049,2005,9,2005/9/24,8342132,99,6.5,346,US
1656,75000000,Action,en,8.940007,2005,10,2005/10/24,142400065,129,5.9,909,MX
6963,20000000,Comedy,en,8.345866,2005,10,2005/10/20,12482775,101,6,292,DE
215,4000000,Horror,en,15.399863,2005,10,2005/10/28,152925093,92,6.3,1288,US
25,72000000,Drama,en,9.997032,2005,11,2005/11/4,96889998,125,6.6,776,DE
9982,150000000,Animation,en,18.584609,2005,11,2005/11/4,314432665,81,5.6,974,US
11661,22000000,Romance,fr,7.846226,2005,11,2005/11/9,17709155,116,7.2,216,BE
10060,40000000,Drama,en,9.820229,2005,11,2005/11/9,46442528,117,6.3,188,US
231,50000000,Drama,en,5.768575,2005,11,2005/11/23,94000000,128,6.3,455,US
8999,22000000,Drama,en,10.600475,2005,11,2005/11/11,57479076,108,6.1,322,GB
4348,28000000,Drama,en,14.439083,2005,9,2005/9/16,121147947,135,7.8,1406,FR
9885,1000000,Horror,en,7.483385,2005,1,2005/1/1,27762648,99,6.1,288,AU
674,150000000,Adventure,en,24.903058,2005,11,2005/11/5,895921036,157,7.5,5758,GB
69,28000000,Drama,en,11.476443,2005,9,2005/9/13,186438883,136,7.3,732,DE
1833,40000000,Drama,en,9.530278,2005,11,2005/11/23,31670620,135,6.7,159,US
6795,65000000,Family,en,10.695639,2005,11,2005/11/6,64321501,101,6.1,808,US
13499,45000000,Comedy,en,10.238422,2005,11,2005/11/23,72028752,90,5.7,233,US
116,15000000,Drama,en,9.020372,2005,10,2005/10/26,85306374,124,7.2,1134,IE
411,180000000,Adventure,en,18.13542,2005,12,2005/12/7,748806957,143,6.7,2709,GB
254,207000000,Adventure,en,19.761164,2005,12,2005/12/14,550000000,187,6.6,2403,NZ
1904,85000000,Drama,en,7.680762,2005,12,2005/12/6,162242962,145,7.3,670,US
9515,10000000,Action,en,3.867472,2005,5,2005/5/12,17297244,96,6.2,137,DE
8053,15000000,Adventure,en,9.117934,2005,11,2005/11/17,12036149,121,7,180,US
612,70000000,Drama,en,9.668761,2005,12,2005/12/22,130358911,164,7,706,CA
9899,45000000,Comedy,en,5.037224,2005,12,2005/12/25,38058335,134,6.1,153,US
546,1000000,Drama,en,7.398205,2005,12,2005/12/23,13350369,103,6.9,149,US
2800,70000000,Comedy,en,6.158212,2005,12,2005/12/23,88933562,97,5.3,309,US
9641,60000000,Comedy,en,7.101422,2005,12,2005/12/21,129181830,94,5.8,542,US
7552,100000000,Comedy,en,13.473381,2005,12,2005/12/21,202026112,90,5.9,639,US
9687,169000,Comedy,en,5.742659,2005,12,2005/12/2,18564702,103,6.5,165,GB
11400,30000000,Drama,en,7.694502,2005,12,2005/12/25,30536013,135,6.4,336,US
10045,12000000,Action,fr,7.594102,2004,11,2004/11/9,9584131,84,6.5,572,FR
168705,25000000,Action,en,6.514132,2005,10,2005/10/22,2405420,95,3.6,120,US
1690,4800000,Horror,en,12.093928,2005,1,2005/1/6,80578934,94,5.7,913,US
9044,31000000,Drama,en,15.672195,2006,4,2006/4/7,28000000,125,6.4,240,CZ
17379,45000000,Adventure,en,5.53836,2006,1,2006/1/13,38399961,112,6.4,123,US
10982,15000000,Animation,en,6.398984,2005,12,2005/12/16,51053787,80,6,491,US
834,50000000,Fantasy,en,12.496805,2006,1,2006/1/12,111340801,106,6.4,1548,US
1969,35000000,Action,es,19.294832,2006,1,2006/1/18,10496317,93,5.8,319,US
11565,40000000,Comedy,en,7.622875,2006,1,2006/1/26,138259062,99,5.4,376,US
11283,25000000,Fantasy,en,9.806554,2005,10,2005/10/21,122489822,97,6.4,742,FR
9286,25000000,Horror,en,11.872997,2006,2,2006/2/10,117719158,93,5.8,1000,CA
9975,50000000,Adventure,en,12.602502,2006,2,2006/2/10,69834815,86,6.1,109,US
9754,45000000,Thriller,en,6.500892,2006,2,2006/2/10,82800000,105,5.6,270,US
10053,15000000,Horror,en,5.149058,2006,2,2006/2/3,66966987,87,5.4,273,US
9036,40000000,Adventure,en,13.876881,2006,2,2006/2/17,120455994,120,6.7,553,US
10073,20000000,Comedy,en,5.682129,2006,2,2006/2/17,48548426,83,3.6,225,CH
7304,17000000,Action,en,7.435544,2006,1,2006/1/6,9500000,122,7,332,DE
9920,30000000,Science Fiction,en,11.096655,2006,3,2006/3/3,31070211,87,4.8,468,US
10025,28000000,Comedy,en,6.053567,2006,5,2006/5/12,38159905,103,5.8,512,US
9682,38000000,Horror,en,10.307277,2006,8,2006/8/11,29907685,90,5,154,US
2207,55000000,Action,en,11.887779,2006,3,2006/3/1,65664721,105,6.2,675,US
6877,50000000,Comedy,en,9.438013,2006,3,2006/3/10,128406887,97,5.5,407,US
950,80000000,Animation,en,16.646029,2006,3,2006/3/23,660940780,91,6.5,3034,US
752,54000000,Action,en,20.214422,2006,3,2006/3/15,132511035,132,7.7,4562,DE
9655,20000000,Comedy,en,6.916201,2006,3,2006/3/17,33889159,105,6.4,691,US
9388,6500000,Comedy,en,9.369527,2005,9,2005/9/5,24793509,92,7.1,670,US
9950,13000000,Drama,en,15.295949,2006,3,2006/3/16,2636637,125,6.5,139,DE
388,45000000,Crime,en,13.393548,2006,3,2006/3/23,184376254,129,7.3,1671,US
14191,12000000,Fantasy,en,11.29062,2006,3,2006/3/3,23006849,104,5.8,372,AU
9792,15000000,Horror,en,18.960549,2006,3,2006/3/10,69623713,107,6.1,726,FR
10067,50000000,Comedy,en,4.878907,2006,3,2006/3/9,61112916,98,4.5,138,US
582,2000000,Drama,de,9.02255,2006,3,2006/3/15,70000000,137,7.9,977,DE
12763,30000000,Music,en,5.364459,2006,3,2006/3/17,34742066,108,6.6,171,US
186,27000000,Drama,en,11.15092,2006,2,2006/2/24,56308881,110,7.4,1356,DE
219,12899867,Comedy,es,6.302926,2006,3,2006/3/16,85582407,121,7.3,419,ES
10069,9000000,Horror,en,4.854551,2006,3,2006/3/24,27105095,100,5.3,157,US
3093,70000000,Crime,en,15.321902,2006,3,2006/3/29,38629478,114,4.6,183,DE
9270,475000,Drama,en,9.00314,2005,1,2005/1/30,3919254,110,6.8,366,US
8998,6500000,Comedy,en,8.869162,2006,9,2006/9/7,13368437,88,5.1,132,US
4257,45000000,Comedy,en,13.096692,2006,4,2006/4/13,178262620,83,5.3,779,US
2652,950000,Drama,en,9.62025,2005,1,2005/1/14,7022209,103,6.8,726,US
5820,60000000,Action,en,12.915358,2006,4,2006/4/19,77920346,108,5.8,230,US
9904,80000000,Family,en,7.904333,2006,3,2006/3/6,37384046,94,5.1,246,CA
588,50000000,Horror,en,7.938457,2006,4,2006/4/21,97607453,125,6.3,1093,CA
956,150000000,Adventure,en,15.687983,2006,5,2006/5/3,397850012,126,6.5,2062,CN
9530,50000000,Comedy,en,11.511424,2006,4,2006/4/28,87528173,99,5.6,503,DE
9829,15000000,Drama,en,10.527141,2006,4,2006/4/28,76286096,111,6.9,377,FR
7518,80000000,Comedy,en,9.382953,2006,4,2006/4/22,343397247,83,6.3,1116,US
503,160000000,Adventure,en,6.581669,2006,5,2006/5/12,181674817,99,5.5,594,US
591,125000000,Thriller,en,18.566706,2006,5,2006/5/17,767820459,149,6.5,2773,US
36668,210000000,Adventure,en,0.867943,2006,5,2006/5/24,459359555,104,6.3,3581,CA
9767,52000000,Romance,en,6.327193,2006,6,2006/6/1,204999686,106,5.6,851,US
920,120000000,Animation,en,18.907948,2006,6,2006/6/8,461983149,117,6.6,3991,US
806,25000000,Drama,en,5.670679,2006,6,2006/6/6,119188334,110,5.3,287,US
9353,32000000,Comedy,en,12.042646,2006,6,2006/6/16,80197993,92,5.6,368,US
2044,40000000,Romance,en,12.589019,2006,6,2006/6/16,114830111,99,6.5,689,US
9339,82500000,Comedy,en,9.796552,2006,6,2006/6/22,237681299,107,6,2167,US
350,35000000,Comedy,en,13.102384,2006,6,2006/6/30,326551094,109,7,3198,US
58,200000000,Adventure,en,29.455314,2006,6,2006/6/20,1065659812,151,7,5380,US
1819,54000000,Comedy,en,8.570085,2006,7,2006/7/14,130431368,108,5.4,421,US
2295,5000000,Comedy,en,8.466725,2006,5,2006/5/25,26888376,97,6.9,407,US
9697,75000000,Drama,en,8.704554,2006,7,2006/7/21,42285169,110,5.3,415,US
1887,40000000,Drama,en,8.852557,2006,5,2006/5/24,60474340,123,6.5,662,FR
1781,1000000,Documentary,en,6.684925,2006,1,2006/1/24,46243000,100,6.7,257,US
9615,85000000,Action,en,2.238808,2006,6,2006/6/3,158468292,104,6.1,1749,JP
1452,270000000,Adventure,en,13.284712,2006,6,2006/6/28,391081192,154,5.4,1429,US
773,8000000,Comedy,en,5.320117,2006,7,2006/7/26,100523181,102,7.5,1728,US
1164,25000000,Drama,en,12.60853,2006,9,2006/9/8,135330182,143,6.9,1083,FR
9072,64000000,Comedy,en,7.067602,2006,8,2006/8/31,101595121,98,5.3,269,US
9297,75000000,Animation,en,15.402378,2006,7,2006/7/21,140175006,91,6.3,912,US
326,33000000,Action,en,7.418574,2006,8,2006/8/6,62022014,105,5.1,504,US
512,4000000,Comedy,en,8.16339,2006,7,2006/7/27,31584901,96,6.4,435,GB
9718,72500000,Comedy,en,6.936688,2006,8,2006/8/4,162966177,116,6.2,497,US
1593,110000000,Action,en,16.661966,2006,10,2006/10/20,574480841,108,6.4,2949,US
1852,63000000,Drama,en,13.332102,2006,8,2006/8/9,162945894,128,5.9,461,US
1262,30000000,Comedy,en,10.798092,2006,9,2006/9/9,53653224,113,7.1,743,US
82,135000000,Action,en,11.72545,2006,7,2006/7/27,163794509,134,5.7,494,UY
1402,55000000,Drama,en,20.981716,2006,12,2006/12/14,307077295,117,7.7,2607,US
9293,18000000,Comedy,en,7.810301,2006,7,2006/7/27,41009669,87,5.9,375,CA
9906,50000000,Fantasy,en,7.000272,2006,7,2006/7/27,55181129,88,5.5,375,US
1948,12000000,Action,en,12.627593,2006,8,2006/8/31,42931041,88,6.6,1172,US
5289,20000000,Drama,en,9.51795,2005,1,2005/1/17,10289,106,6.1,278,CA
9907,51000000,Animation,en,6.984949,2006,8,2006/8/4,72779000,90,5.3,230,DE
9762,12000000,Music,en,14.21769,2006,8,2006/8/11,114194847,104,6.7,1092,US
14113,35000000,Family,en,11.967444,2006,8,2006/8/11,12506188,83,4.9,140,US
7859,700000,Drama,en,12.155115,2006,8,2006/8/11,4911725,107,6.5,243,US
11559,12000000,Fantasy,en,6.796465,2005,9,2005/9/9,566611,120,6.3,147,CA
9788,23000000,Comedy,en,7.06088,2006,8,2006/8/18,38505009,93,6.2,412,US
1491,40000000,Fantasy,en,11.494009,2006,8,2006/8/18,86915017,110,7.1,1657,CZ
1165,15000000,Drama,en,7.904371,2006,9,2006/9/15,123384128,103,6.8,344,FR
9988,17500000,Comedy,en,7.481125,2006,8,2006/8/25,19179969,110,5.8,173,US
9708,40000000,Mystery,en,9.423256,2006,9,2006/9/1,38755073,102,4,355,US
1116,6500000,Drama,en,6.752524,2006,6,2006/6/23,22889018,124,7.1,155,IE
9954,20000000,Action,en,12.72212,2006,9,2006/9/8,37597471,97,5.2,295,US
7512,30000000,Adventure,en,12.130803,2006,9,2006/9/1,495303,84,6.3,681,US
1381,35000000,Drama,en,11.577121,2006,9,2006/9/6,15304890,96,6.8,852,US
300,6000000,Comedy,fr,10.603991,2006,2,2006/2/11,9524340,105,6.8,253,FR
9676,50000000,Drama,en,6.506572,2006,9,2006/9/15,49111202,121,5.7,292,FR
9766,30000000,Action,en,5.025475,2006,9,2006/9/15,41480851,125,6.6,210,US
1579,40000000,Action,en,7.735233,2006,12,2006/12/7,120175290,139,7.3,1252,US
9664,60000000,Action,en,5.460942,2006,9,2006/9/22,17800000,140,6.3,274,GB
12094,11000000,Action,en,7.915368,2006,9,2006/9/22,72778712,95,6.4,306,US
496,18000000,Comedy,en,8.278336,2006,11,2006/11/1,261572744,82,6.5,1617,US
1417,19000000,Fantasy,es,26.817754,2006,5,2006/5/27,83258226,118,7.6,3122,ES
4643,70000000,Action,en,10.031817,2006,9,2006/9/28,55011732,139,6.8,394,US
7484,85000000,Adventure,en,11.744242,2006,9,2006/9/29,197309027,83,6.1,676,US
9842,20000000,Comedy,en,10.725567,2006,9,2006/9/29,17807569,100,5.6,112,US
1422,90000000,Drama,en,18.515448,2006,10,2006/10/5,289847354,151,7.9,4455,HK
9794,12000000,Comedy,en,8.596352,2006,10,2006/10/6,38368909,103,5.4,156,US
9978,40000000,Adventure,en,8.778999,2006,7,2006/7/21,23937870,93,5.1,219,DE
1975,20000000,Horror,en,6.768804,2006,10,2006/10/13,39143839,102,5.3,288,US
9895,20000000,Comedy,en,7.018483,2006,10,2006/10/9,41237648,115,5.8,129,US
8975,20000000,Action,en,6.679168,2006,10,2006/10/13,22165608,92,5,165,US
1440,26000000,Romance,en,7.311148,2006,10,2006/10/6,14821658,136,6.9,243,US
1523,6000000,Drama,en,9.424157,2006,9,2006/9/1,48027970,121,7.4,568,GB
1378,2000000,Romance,en,11.547748,2006,5,2006/5/20,5179037,101,6.3,141,US
9693,76000000,Drama,en,14.114606,2006,9,2006/9/22,69959751,109,7.4,2120,GB
1124,40000000,Drama,en,16.94556,2006,10,2006/10/19,109676311,130,8,4510,US
3683,90000000,War,en,9.224494,2006,10,2006/10/18,65900249,132,6.7,532,US
214,10000000,Horror,en,14.938035,2006,10,2006/10/27,163876815,108,6.1,1104,US
11619,149000000,Adventure,en,9.922577,2006,10,2006/10/22,64459316,85,6,909,GB
1427,50000000,Crime,en,10.297304,2006,9,2006/9/13,132180323,147,7.1,1198,ES
13767,12000000,Comedy,en,6.829528,2006,11,2006/11/1,84500122,98,5,241,US
9726,35000000,Comedy,en,7.82187,2006,9,2006/9/9,42064105,118,6.5,360,US
36557,150000000,Adventure,en,23.065078,2006,11,2006/11/14,599045960,144,7.3,3930,IT
9836,100000000,Animation,en,15.088318,2006,11,2006/11/16,384335608,108,5.9,1457,AU
7551,75000000,Action,en,14.922904,2006,11,2006/11/22,180557550,126,6.6,1519,US
1581,85000000,Comedy,en,14.043416,2006,12,2006/12/8,194168700,136,6.7,1259,GB
7873,2000000,Crime,en,7.659357,2005,9,2005/9/11,5967038,120,6.3,198,US
2179,22000000,Comedy,en,7.98193,2006,11,2006/11/22,13405595,93,6.5,419,US
1372,100000000,Drama,en,12.477872,2006,12,2006/12/7,170877916,143,7.4,2344,DE
9986,85000000,Comedy,en,10.254314,2006,12,2006/12/15,144000000,97,5.8,300,DE
2486,100000000,Fantasy,en,9.851133,2006,12,2006/12/14,249288105,104,4.9,990,GB
1246,24000000,Drama,en,11.697604,2006,12,2006/12/20,155721132,102,6.5,858,US
11170,65000000,Drama,en,5.401746,2006,12,2006/12/12,43545364,124,6.7,189,US
1247,85000000,Drama,en,11.057536,2006,12,2006/12/11,59908565,167,6.3,342,US
1125,70000000,Drama,en,7.739633,2006,12,2006/12/25,154937680,134,6.6,292,US
1646,21000000,Crime,en,13.585233,2007,1,2007/1/5,41170784,123,7.6,368,DE
1259,15000000,Drama,en,8.593087,2006,12,2006/12/25,49469904,92,6.9,239,GB
9053,21000000,Adventure,en,5.756379,2006,9,2006/9/7,480314,87,5,207,DE
1251,19000000,Action,en,11.649588,2006,12,2006/12/19,68673228,141,7.2,553,JP
9656,9000000,Horror,en,7.888302,2006,12,2006/12/25,21510851,84,4.8,119,CA
5393,47000000,Animation,en,13.139893,2006,9,2006/9/14,38085778,75,4.6,108,DE
13967,30000000,Drama,en,8.599342,2006,12,2006/12/3,35078241,92,6.3,143,GB
9992,86000000,Adventure,en,11.621534,2006,12,2006/12/13,107944236,94,6,663,FR
8398,10000000,Action,en,7.160967,2007,1,2007/1/19,25399945,84,5.6,253,US
1265,60000000,Adventure,en,8.460206,2007,2,2007/2/16,137587063,96,7,1146,US
10758,2000000,Comedy,en,11.276024,2007,5,2007/5/25,22179430,108,6.6,132,US
13668,25000000,Comedy,en,5.953413,2006,10,2006/10/20,16158487,111,5.8,109,US
7516,17000000,Action,en,7.906434,2006,12,2006/12/9,57103895,109,6.4,541,FR
9760,20000000,Action,en,5.549609,2007,1,2007/1/25,86865564,86,3.2,334,US
9966,16000000,Mystery,en,9.629399,2007,2,2007/2/2,1109660,90,5.6,216,US
1248,50000000,Crime,en,2.159558,2007,2,2007/2/6,82169884,121,6,666,GB
9757,60000000,Comedy,en,7.667874,2007,2,2007/2/8,95673607,101,5,434,US
2062,150000000,Animation,en,20.50803,2007,6,2007/6/22,623722818,111,7.5,4510,US
2266,13000000,Drama,fr,6.980486,2006,5,2006/5/16,4857367,120,6.7,213,FR
5172,13000000,Adventure,en,6.862146,2006,10,2006/10/15,11130889,104,6.2,124,US
37725,15500000,Comedy,en,8.960677,2006,12,2006/12/26,7385434,95,6.3,279,CA
9828,3700000,Crime,en,13.505066,2006,11,2006/11/3,3338228,98,6.4,116,US
1250,110000000,Thriller,en,11.902354,2007,2,2007/2/16,228738393,114,5.2,1754,US
11172,40000000,Comedy,en,7.196688,2007,2,2007/2/9,145896422,96,6.2,569,US
3594,30000000,Thriller,en,8.140941,2007,2,2007/2/23,77566815,101,6.3,1045,DE
7874,15000000,Drama,en,7.050403,2006,12,2006/12/8,10903846,116,6.6,247,US
4638,12000000,Crime,en,13.535195,2007,2,2007/2/14,80573774,121,7.4,2252,GB
1738,70000000,Action,en,9.41746,2007,4,2007/4/24,76066841,96,5.9,880,US
14375,818418,Drama,en,4.387586,2005,9,2005/9/30,4851244,152,7.3,112,IT
1949,65000000,Crime,en,19.083823,2007,3,2007/3/2,84785914,157,7.3,2080,US
1271,65000000,Action,en,18.108408,2006,12,2006/12/9,422610419,117,7,5092,US
1255,11000000,Horror,ko,9.386916,2006,7,2006/7/27,88489643,119,6.7,546,KR
2977,16500000,Drama,en,7.829737,2007,3,2007/3/2,37311672,120,6.9,325,GB
9963,20000000,Thriller,en,10.163764,2007,2,2007/2/8,84146832,96,5.8,391,US
14001,20000000,Horror,en,10.763622,2007,3,2007/3/16,22217407,89,6.2,533,US
2355,20000000,Drama,en,10.027137,2007,3,2007/3/23,22222308,124,7.1,340,US
7485,61000000,Action,en,14.246918,2007,3,2007/3/22,95696996,124,6.9,1495,US
1273,34000000,Adventure,en,11.358363,2007,3,2007/3/23,95608995,90,6,349,US
9075,21000000,Drama,nl,7.440511,2006,9,2006/9/1,26193068,145,7.2,288,NL
8270,16000000,Crime,en,12.153493,2007,3,2007/3/9,5367030,99,6.6,209,US
1683,40000000,Thriller,en,9.825841,2007,4,2007/4/5,62771059,99,5.4,209,US
1267,150000000,Animation,en,10.529576,2007,3,2007/3/23,169332978,95,6.7,787,US
13249,18000000,Western,en,5.034585,2006,9,2006/9/13,1196307,115,6.4,147,US
1272,50000000,Science Fiction,en,12.715571,2007,4,2007/4/5,32017803,107,7,1210,GB
11515,50000000,Drama,en,5.91265,2006,11,2006/11/8,9448082,114,6.6,100,ES
7183,60795000,Crime,en,9.925255,2007,4,2007/4/12,73090611,109,5.4,242,US
8271,20000000,Thriller,en,18.006896,2007,4,2007/4/12,117760134,105,6.6,1038,US
1534,45000000,Adventure,en,11.101549,2007,1,2007/1/11,30822861,99,5.4,173,US
1441,25000000,Drama,en,5.615957,2006,4,2006/4/5,5549200,96,5.5,152,BG
10294,19000000,Horror,en,7.712309,2007,4,2007/4/20,35300645,80,6,406,US
13067,10000000,Romance,en,9.351276,2007,4,2007/4/16,17500000,97,5.8,163,US
1268,25000000,Family,en,10.19853,2007,3,2007/3/22,229736344,90,6.1,682,GB
9785,30000000,Crime,en,6.097503,2007,4,2007/4/27,26810113,102,6,148,CA
559,258000000,Fantasy,en,27.614265,2007,5,2007/5/1,890871626,139,5.9,3687,US
37933,22000000,Adventure,ja,9.409701,2006,7,2006/7/29,68000000,115,6.5,278,JP
2269,4200000,Fantasy,ru,7.42908,2006,1,2006/1/1,38862717,132,6.2,170,RU
11798,2380000,Drama,en,2.514638,2006,9,2006/9/12,8176544,101,7.4,370,GB
4964,30000000,Comedy,en,9.058516,2007,6,2007/6/1,219076518,129,6.2,1255,US
2976,50000000,Family,en,7.768045,2007,7,2007/7/13,90450008,117,6.5,738,GB
1562,15000000,Horror,en,12.884191,2007,4,2007/4/26,64238440,100,6.5,1225,ES
810,160000000,Fantasy,en,14.072479,2007,5,2007/5/17,798958165,93,6,2355,US
5723,160000,Drama,en,10.357064,2007,3,2007/3/23,20710513,85,7.4,457,IE
285,300000000,Adventure,en,31.363664,2007,5,2007/5/19,961000000,169,6.9,4627,US
12526,4000000,Horror,en,5.911303,2006,5,2006/5/19,8059140,102,6,167,US
3432,20000000,Drama,en,7.423812,2007,6,2007/6/1,41637263,120,6.8,543,US
3489,30000000,Crime,en,8.552967,2007,2,2007/2/14,16930884,108,5.7,323,US
298,85000000,Crime,en,12.16276,2007,6,2007/6/7,311312624,122,6.5,2040,US
1691,10200000,Horror,en,8.916747,2007,6,2007/6/8,35619521,93,5.6,464,US
9408,85000000,Animation,en,11.526339,2007,6,2007/6/8,149044513,85,5.9,616,US
1979,130000000,Adventure,en,12.924254,2007,6,2007/6/13,289047763,92,5.4,2648,DE
10288,8000000,Romance,en,5.284805,2006,9,2006/9/7,426224,91,6.6,137,CA
1991,25000000,Action,en,13.412137,2007,5,2007/5/21,25037897,113,6.7,1359,US
9952,10000000,Adventure,en,9.604564,2006,9,2006/9/9,7177143,126,6.9,339,US
2359,9000000,Documentary,en,6.766086,2007,5,2007/5/18,24538513,123,7.3,241,US
3021,25000000,Horror,en,9.196884,2007,7,2007/7/12,94679598,104,6.5,1372,US
1571,110000000,Action,en,14.886039,2007,6,2007/6/20,383531464,128,6.4,2122,GB
2959,35000000,Comedy,en,7.102076,2007,7,2007/7/4,69307224,91,5.3,258,AU
2698,175000000,Fantasy,en,9.156877,2007,6,2007/6/9,173000000,96,5.3,1194,US
1858,150000000,Adventure,en,5.587707,2007,6,2007/6/27,709709780,144,6.6,4113,US
14125,17000000,Crime,en,8.687797,2007,3,2007/3/9,2626800,96,4.4,134,RU
675,150000000,Adventure,en,21.3643,2007,6,2007/6/28,938212738,138,7.4,5633,GB
3563,85000000,Comedy,en,6.645799,2007,7,2007/7/12,186072214,115,5.8,640,US
2270,70000000,Adventure,en,14.784525,2007,8,2007/8/9,135560026,127,7.2,1215,IS
35,75000000,Animation,en,14.302911,2007,7,2007/7/25,527068851,87,6.9,2335,US
3638,28000000,Comedy,en,9.672317,2007,7,2007/7/25,92601050,104,6.1,336,AU
2503,70000000,Action,en,18.173269,2007,8,2007/8/3,442824138,115,7.3,2938,DE
8363,20000000,Comedy,en,16.205105,2007,8,2007/8/17,121463226,113,7,2152,US
5174,140000000,Action,en,9.718111,2007,8,2007/8/8,258022233,91,6.1,801,US
9703,67000000,Action,en,8.920545,2007,4,2007/4/19,25303038,102,5,210,GB
10760,16500000,Comedy,en,6.463883,2007,9,2007/9/21,13620075,108,6,242,US
4349,70000000,Thriller,en,13.842333,2007,8,2007/8/22,86658558,110,6.5,517,DE
4858,80000000,Science Fiction,en,5.228837,2007,8,2007/8/17,15071514,99,5.7,366,US
10431,25000000,Action,en,12.077833,2007,8,2007/8/24,40452643,103,6,422,US
12435,20000000,Comedy,en,6.764056,2007,8,2007/8/24,47738099,106,6.1,335,US
2082,15000000,Horror,en,11.607678,2007,8,2007/8/31,80253908,109,5.9,510,US
11835,20000000,Action,en,6.612175,2007,8,2007/8/31,16974459,105,6.4,303,US
5176,55000000,Western,en,18.079094,2007,9,2007/9/6,70016220,122,6.9,1210,US
4141,39000000,Action,en,7.259086,2007,7,2007/7/26,26820641,86,6.3,589,US
4347,30000000,Drama,en,8.913338,2007,8,2007/8/29,129266061,123,7.4,1075,GB
2009,852510,Drama,ro,9.990406,2007,8,2007/8/24,1185783,113,7.4,158,BE
4413,70000000,Crime,en,11.8027,2007,9,2007/9/14,69766619,122,6.4,258,US
6973,23000000,History,en,9.604552,2007,8,2007/8/31,29541790,124,6.6,265,US
2252,51500000,Thriller,en,9.897909,2007,9,2007/9/14,55112356,100,7.2,867,GB
